瘤痢疙,老矫,扁柯(∑C),浅加(m/s),浅氢(16规困),嚼档(%),刘扁拘(hPa),捞浇痢柯档(∑C),泅瘤扁拘(hPa),秦搁扁拘(hPa),傈款樊(10盒困),吝窍摸款樊(10盒困),矫沥(10m),瘤搁柯档(∑C)
颇林,2024-01-09 11:00,-2.3,1.0,90.0,91.0,4.7,-3.5,1018.5,1022.4,9.0,9.0,371.0,-0.4
颇林,2024-01-09 12:00,-1.9,1.1,70.0,92.0,4.9,-3.0,1017.6,1021.5,10.0,10.0,575.0,-0.3
颇林,2024-01-09 13:00,-1.6,1.3,90.0,92.0,5.0,-2.7,1016.6,1020.5,10.0,10.0,449.0,-0.3
颇林,2024-01-09 14:00,-1.3,0.8,90.0,91.0,5.1,-2.5,1016.1,1020.0,9.0,9.0,468.0,-0.3
颇林,2024-01-09 15:00,-0.9,1.1,70.0,91.0,5.2,-2.1,1015.8,1019.7,10.0,10.0,644.0,-0.3
颇林,2024-01-09 16:00,-0.4,0.5,70.0,89.0,5.3,-1.9,1016.0,1019.9,9.0,5.0,741.0,-0.2
颇林,2024-01-09 17:00,-0.4,0.1,0.0,89.0,5.3,-1.9,1016.0,1019.9,10.0,9.0,832.0,-0.2
颇林,2024-01-09 18:00,-1.7,0.1,0.0,93.0,5.0,-2.6,1016.3,1020.2,7.0,7.0,488.0,-0.3
颇林,2024-01-09 19:00,-2.3,0.1,0.0,95.0,4.9,-2.9,1016.5,1020.4,8.0,5.0,385.0,-0.5
颇林,2024-01-09 20:00,-3.0,0.4,0.0,96.0,4.7,-3.5,1016.4,1020.3,8.0,8.0,288.0,-0.5
颇林,2024-01-09 21:00,-3.5,0.3,0.0,96.0,4.5,-4.0,1016.7,1020.6,10.0,5.0,307.0,-0.5
颇林,2024-01-09 22:00,-3.6,0.2,0.0,97.0,4.5,-4.0,1017.1,1021.0,8.0,6.0,127.0,-0.6
颇林,2024-01-09 23:00,-4.3,0.1,0.0,98.0,4.4,-4.5,1017.1,1021.1,6.0,3.0,128.0,-0.7
颇林,2024-01-10 00:00,-5.8,0.0,0.0,95.0,3.8,-6.4,1017.1,1021.1,0.0,0.0,241.0,-0.9
颇林,2024-01-10 01:00,-6.5,0.4,0.0,95.0,3.6,-7.1,1017.1,1021.1,1.0,1.0,68.0,-0.9
颇林,2024-01-10 02:00,-5.8,0.2,0.0,96.0,3.8,-6.3,1017.5,1021.5,0.0,0.0,37.0,-0.9
颇林,2024-01-10 03:00,-6.2,0.2,0.0,95.0,3.7,-6.8,1017.8,1021.8,0.0,0.0,10.0,-0.9
颇林,2024-01-10 04:00,-7.4,0.7,90.0,95.0,3.3,-8.0,1017.7,1021.7,6.0,6.0,169.0,-1.0
颇林,2024-01-10 05:00,-7.6,0.5,90.0,94.0,3.2,-8.4,1017.8,1021.8,5.0,5.0,178.0,-1.2
颇林,2024-01-10 06:00,-8.9,0.4,0.0,92.0,2.9,-9.9,1017.7,1021.7,2.0,2.0,240.0,-1.3
颇林,2024-01-10 07:00,-7.6,0.2,0.0,94.0,3.2,-8.4,1018.3,1022.3,5.0,5.0,147.0,-1.3
颇林,2024-01-10 08:00,-7.9,0.4,0.0,94.0,3.2,-8.7,1018.7,1022.7,3.0,2.0,226.0,-1.4
颇林,2024-01-10 09:00,-7.5,0.3,0.0,95.0,3.3,-8.1,1019.4,1023.4,2.0,0.0,273.0,-1.4
颇林,2024-01-10 10:00,-5.0,0.4,0.0,97.0,4.1,-5.4,1020.0,1024.0,7.0,7.0,234.0,-0.8
颇林,2024-01-10 11:00,-3.6,1.5,90.0,97.0,4.5,-4.0,1020.4,1024.4,8.0,8.0,244.0,-0.5
颇林,2024-01-10 12:00,-2.9,1.3,90.0,97.0,4.8,-3.3,1019.7,1023.6,7.0,7.0,322.0,-0.2
颇林,2024-01-10 13:00,-1.9,1.4,110.0,89.0,4.8,-3.4,1019.1,1023.0,6.0,3.0,420.0,-0.2
颇林,2024-01-10 14:00,0.8,1.2,90.0,75.0,4.9,-3.1,1018.5,1022.4,0.0,0.0,811.0,-0.2
颇林,2024-01-10 15:00,2.2,0.8,70.0,64.0,4.6,-3.9,1018.5,1022.4,0.0,0.0,1227.0,0.0
颇林,2024-01-10 16:00,2.2,1.2,340.0,61.0,4.4,-4.5,1018.5,1022.4,0.0,0.0,1467.0,0.0
颇林,2024-01-10 17:00,1.6,0.5,270.0,66.0,4.5,-4.0,1018.3,1022.2,0.0,0.0,1421.0,0.0
颇林,2024-01-10 18:00,-1.2,0.5,270.0,84.0,4.7,-3.5,1019.1,1023.0,0.0,0.0,698.0,-0.2
颇林,2024-01-10 19:00,-2.1,0.2,0.0,88.0,4.6,-3.8,1019.4,1023.3,0.0,0.0,582.0,-0.4
颇林,2024-01-10 20:00,-3.3,0.9,200.0,93.0,4.5,-4.2,1019.4,1023.3,0.0,0.0,436.0,-0.7
颇林,2024-01-10 21:00,-4.1,0.1,0.0,94.0,4.2,-4.9,1019.3,1023.3,0.0,0.0,321.0,-0.9
颇林,2024-01-10 22:00,-4.9,1.6,180.0,94.0,4.0,-5.7,1018.9,1022.9,0.0,0.0,324.0,-1.0
颇林,2024-01-10 23:00,-5.5,0.5,110.0,95.0,3.9,-6.1,1019.1,1023.1,0.0,0.0,210.0,-1.3
颇林,2024-01-11 00:00,-5.6,0.0,0.0,96.0,3.9,-6.1,1019.1,1023.1,0.0,0.0,178.0,-1.3
颇林,2024-01-11 01:00,-6.9,1.2,180.0,95.0,3.5,-7.5,1018.7,1022.7,0.0,0.0,248.0,-1.4
颇林,2024-01-11 02:00,-6.6,0.1,0.0,95.0,3.6,-7.2,1019.0,1023.0,6.0,6.0,287.0,-1.3
颇林,2024-01-11 03:00,-6.4,0.2,0.0,95.0,3.6,-7.0,1018.6,1022.6,0.0,0.0,228.0,-1.5
颇林,2024-01-11 04:00,-5.5,0.2,0.0,95.0,3.9,-6.1,1018.6,1022.6,9.0,9.0,280.0,-1.2
颇林,2024-01-11 05:00,-6.3,0.4,0.0,95.0,3.6,-6.9,1018.2,1022.2,9.0,2.0,229.0,-1.5
颇林,2024-01-11 06:00,-5.7,0.9,70.0,96.0,3.8,-6.2,1017.8,1021.8,4.0,4.0,145.0,-1.3
颇林,2024-01-11 07:00,-5.4,0.4,0.0,96.0,3.9,-5.9,1017.7,1021.7,0.0,0.0,183.0,-1.2
颇林,2024-01-11 08:00,-5.2,0.2,0.0,96.0,4.0,-5.7,1017.3,1021.3,3.0,3.0,207.0,-1.2
颇林,2024-01-11 09:00,-4.2,0.1,0.0,96.0,4.3,-4.7,1017.4,1021.3,9.0,9.0,210.0,-0.9
颇林,2024-01-11 10:00,-1.4,1.0,230.0,96.0,5.3,-1.9,1016.7,1020.6,7.0,7.0,290.0,-0.5
颇林,2024-01-11 11:00,1.0,1.1,230.0,85.0,5.6,-1.2,1016.4,1020.3,8.0,8.0,479.0,-0.2
颇林,2024-01-11 12:00,2.4,2.2,250.0,76.0,5.5,-1.4,1015.4,1019.2,7.0,7.0,733.0,-0.2
颇林,2024-01-11 13:00,3.5,2.0,250.0,72.0,5.7,-1.0,1014.5,1018.3,8.0,7.0,737.0,0.0
颇林,2024-01-11 14:00,4.0,1.9,250.0,72.0,5.8,-0.6,1014.0,1017.8,7.0,7.0,849.0,0.1
颇林,2024-01-11 15:00,4.2,2.3,250.0,71.0,5.8,-0.6,1013.3,1017.1,9.0,9.0,1251.0,0.1
颇林,2024-01-11 16:00,4.3,1.8,250.0,72.0,6.0,-0.3,1013.2,1017.0,9.0,9.0,1539.0,0.1
颇林,2024-01-11 17:00,4.1,1.7,230.0,75.0,6.1,0.0,1012.8,1016.6,8.0,8.0,1464.0,0.0
颇林,2024-01-11 18:00,2.3,1.7,230.0,82.0,5.9,-0.4,1013.0,1016.8,4.0,4.0,1159.0,0.0
颇林,2024-01-11 19:00,1.5,1.5,230.0,86.0,5.9,-0.5,1013.3,1017.1,0.0,0.0,935.0,0.0
颇林,2024-01-11 20:00,0.6,2.3,230.0,91.0,5.8,-0.7,1013.2,1017.1,0.0,0.0,720.0,0.0
颇林,2024-01-11 21:00,0.1,1.4,230.0,92.0,5.7,-1.0,1013.1,1017.0,0.0,0.0,618.0,-0.2
颇林,2024-01-11 22:00,-0.7,0.2,0.0,95.0,5.5,-1.4,1013.4,1017.3,5.0,5.0,377.0,-0.2
颇林,2024-01-11 23:00,-1.2,0.5,70.0,97.0,5.4,-1.6,1013.5,1017.4,0.0,0.0,227.0,-0.4
颇林,2024-01-12 00:00,-2.1,0.9,180.0,97.0,5.1,-2.5,1013.7,1017.6,0.0,0.0,198.0,-0.7
颇林,2024-01-12 01:00,-2.7,0.1,0.0,98.0,4.9,-2.9,1014.2,1018.1,0.0,0.0,174.0,-0.9
颇林,2024-01-12 02:00,-3.1,0.7,250.0,98.0,4.8,-3.3,1014.7,1018.6,0.0,0.0,225.0,-1.0
颇林,2024-01-12 03:00,-3.3,0.3,0.0,98.0,4.7,-3.5,1015.3,1019.2,0.0,0.0,228.0,-1.4
颇林,2024-01-12 04:00,-4.4,0.4,0.0,96.0,4.2,-4.9,1015.2,1019.1,0.0,0.0,199.0,-1.7
颇林,2024-01-12 05:00,-3.8,0.2,0.0,98.0,4.5,-4.0,1014.9,1018.8,0.0,0.0,126.0,-1.8
颇林,2024-01-12 06:00,-4.8,0.5,160.0,97.0,4.2,-5.2,1015.5,1019.5,0.0,0.0,223.0,-2.0
颇林,2024-01-12 07:00,-5.2,0.2,0.0,97.0,4.0,-5.6,1015.9,1019.9,0.0,0.0,183.0,-2.3
颇林,2024-01-12 08:00,-6.7,0.3,0.0,95.0,3.5,-7.3,1016.3,1020.3,0.0,0.0,246.0,-2.5
颇林,2024-01-12 09:00,-4.4,0.5,180.0,97.0,4.3,-4.8,1017.1,1021.1,0.0,0.0,214.0,-1.9
颇林,2024-01-12 10:00,-1.7,0.0,0.0,91.0,4.9,-2.9,1017.5,1021.4,0.0,0.0,335.0,-0.9
颇林,2024-01-12 11:00,-0.2,1.1,340.0,72.0,4.3,-4.6,1017.4,1021.3,0.0,0.0,947.0,-0.3
颇林,2024-01-12 12:00,1.8,0.9,20.0,60.0,4.2,-5.1,1017.0,1020.9,0.0,0.0,1500.0,0.0
颇林,2024-01-12 13:00,2.2,2.0,340.0,43.0,3.1,-9.1,1016.6,1020.4,0.0,0.0,3167.0,0.4
颇林,2024-01-12 14:00,2.9,1.8,320.0,41.0,3.1,-9.0,1016.3,1020.1,0.0,0.0,4176.0,0.5
颇林,2024-01-12 15:00,3.2,2.5,290.0,36.0,2.8,-10.4,1016.3,1020.1,0.0,0.0,4985.0,0.2
颇林,2024-01-12 16:00,2.9,2.6,290.0,42.0,3.2,-8.7,1016.5,1020.3,0.0,0.0,4777.0,-0.2
颇林,2024-01-12 17:00,2.4,2.6,320.0,36.0,2.6,-11.1,1016.9,1020.7,0.0,0.0,4985.0,0.0
颇林,2024-01-12 18:00,1.1,1.9,320.0,43.0,2.8,-10.1,1017.4,1021.3,0.0,0.0,4500.0,0.0
颇林,2024-01-12 19:00,0.0,1.0,290.0,49.0,3.0,-9.4,1017.9,1021.8,0.0,0.0,4649.0,-0.2
颇林,2024-01-12 20:00,-1.7,0.5,250.0,56.0,3.0,-9.3,1018.3,1022.2,0.0,0.0,4160.0,-0.5
颇林,2024-01-12 21:00,-1.3,0.8,340.0,46.0,2.6,-11.4,1018.6,1022.5,0.0,0.0,4633.0,-0.9
颇林,2024-01-12 22:00,-2.1,1.5,340.0,49.0,2.6,-11.4,1018.9,1022.8,0.0,0.0,4917.0,-1.2
颇林,2024-01-12 23:00,-4.2,0.2,0.0,64.0,2.9,-10.0,1019.2,1023.2,0.0,0.0,4817.0,-1.4
颇林,2024-01-13 00:00,-5.1,0.5,270.0,71.0,3.0,-9.5,1019.6,1023.6,0.0,0.0,2796.0,-1.7
颇林,2024-01-13 01:00,-5.5,0.5,160.0,71.0,2.9,-9.9,1019.3,1023.3,0.0,0.0,3201.0,-1.8
颇林,2024-01-13 02:00,-6.4,0.5,180.0,75.0,2.8,-10.1,1019.4,1023.4,0.0,0.0,3739.0,-2.1
颇林,2024-01-13 03:00,-6.9,0.6,180.0,79.0,2.9,-9.9,1019.6,1023.6,0.0,0.0,3505.0,-2.3
颇林,2024-01-13 04:00,-7.4,0.2,0.0,81.0,2.8,-10.1,1020.1,1024.1,0.0,0.0,3409.0,-2.5
颇林,2024-01-13 05:00,-7.7,0.5,110.0,80.0,2.8,-10.5,1020.5,1024.5,0.0,0.0,3274.0,-2.8
颇林,2024-01-13 06:00,-8.5,0.2,0.0,86.0,2.8,-10.4,1021.0,1025.0,0.0,0.0,3067.0,-3.0
颇林,2024-01-13 07:00,-8.8,0.3,0.0,88.0,2.8,-10.4,1021.9,1025.9,0.0,0.0,2586.0,-3.1
颇林,2024-01-13 08:00,-9.2,0.4,0.0,89.0,2.7,-10.6,1022.6,1026.6,8.0,0.0,2384.0,-3.3
颇林,2024-01-13 09:00,-7.0,0.6,110.0,86.0,3.1,-8.9,1023.3,1027.3,0.0,0.0,2257.0,-2.8
颇林,2024-01-13 10:00,-3.6,0.2,0.0,72.0,3.4,-7.9,1024.1,1028.1,0.0,0.0,2861.0,-1.4
颇林,2024-01-13 11:00,-0.8,1.2,360.0,53.0,3.0,-9.2,1024.1,1028.0,0.0,0.0,3454.0,-0.4
颇林,2024-01-13 12:00,0.5,1.4,90.0,44.0,2.8,-10.3,1023.9,1027.8,0.0,0.0,3961.0,0.0
颇林,2024-01-13 13:00,1.4,2.2,90.0,34.0,2.3,-12.7,1023.2,1027.1,0.0,0.0,4958.0,0.4
颇林,2024-01-13 14:00,3.1,1.2,70.0,36.0,2.8,-10.5,1022.5,1026.4,0.0,0.0,4862.0,0.5
颇林,2024-01-13 15:00,3.1,1.5,340.0,32.0,2.4,-12.0,1022.6,1026.5,0.0,0.0,4986.0,0.2
颇林,2024-01-13 16:00,3.5,0.7,360.0,32.0,2.5,-11.6,1022.4,1026.2,0.0,0.0,4841.0,0.0
颇林,2024-01-13 17:00,3.0,1.0,320.0,33.0,2.5,-11.7,1022.7,1026.6,0.0,0.0,4418.0,0.0
颇林,2024-01-13 18:00,-0.2,0.0,0.0,42.0,2.5,-11.5,1022.9,1026.8,0.0,0.0,4265.0,0.0
颇林,2024-01-13 19:00,-1.8,0.2,0.0,55.0,3.0,-9.6,1023.0,1026.9,0.0,0.0,2618.0,-0.4
颇林,2024-01-13 20:00,-3.2,0.5,140.0,61.0,3.0,-9.6,1022.8,1026.8,5.0,0.0,3833.0,-0.9
颇林,2024-01-13 21:00,-4.5,0.1,0.0,65.0,2.9,-10.0,1023.4,1027.4,0.0,0.0,3822.0,-1.3
颇林,2024-01-13 22:00,-5.4,0.4,0.0,72.0,3.0,-9.6,1023.4,1027.4,1.0,0.0,2991.0,-1.5
颇林,2024-01-13 23:00,-5.9,0.1,0.0,80.0,3.2,-8.7,1022.5,1026.5,0.0,0.0,2371.0,-1.8
颇林,2024-01-14 00:00,-6.1,0.8,140.0,78.0,3.0,-9.3,1022.4,1026.4,0.0,0.0,2225.0,-1.9
颇林,2024-01-14 01:00,-6.2,0.2,0.0,82.0,3.2,-8.7,1022.3,1026.3,0.0,0.0,2415.0,-2.0
颇林,2024-01-14 02:00,-6.5,0.2,0.0,84.0,3.2,-8.7,1022.1,1026.1,6.0,1.0,1832.0,-2.1
颇林,2024-01-14 03:00,-6.4,0.8,90.0,81.0,3.1,-9.1,1022.0,1026.0,7.0,0.0,1834.0,-2.3
颇林,2024-01-14 04:00,-7.0,0.3,0.0,84.0,3.0,-9.2,1021.5,1025.5,1.0,0.0,1719.0,-2.3
颇林,2024-01-14 05:00,-7.0,0.6,140.0,85.0,3.1,-9.1,1021.1,1025.1,0.0,0.0,1673.0,-2.5
颇林,2024-01-14 06:00,-7.5,0.0,0.0,89.0,3.1,-9.0,1020.1,1024.1,7.0,3.0,1344.0,-2.5
颇林,2024-01-14 07:00,-6.0,0.6,50.0,88.0,3.5,-7.6,1021.1,1025.1,9.0,6.0,1548.0,-2.0
颇林,2024-01-14 08:00,-5.6,0.7,140.0,83.0,3.3,-8.0,1019.6,1023.6,8.0,7.0,1735.0,-2.1
颇林,2024-01-14 09:00,-4.0,0.8,20.0,83.0,3.8,-6.4,1019.1,1023.1,9.0,8.0,1708.0,-1.3
颇林,2024-01-14 10:00,-2.8,1.2,50.0,84.0,4.2,-5.1,1018.1,1022.0,10.0,9.0,1817.0,-0.9
颇林,2024-01-14 11:00,-2.3,1.5,20.0,86.0,4.4,-4.3,1017.5,1021.4,10.0,10.0,802.0,-0.5
颇林,2024-01-14 12:00,-1.7,1.8,70.0,94.0,5.1,-2.5,1018.1,1022.0,10.0,10.0,360.0,-0.2
颇林,2024-01-14 13:00,-0.7,0.8,90.0,96.0,5.6,-1.2,1017.0,1020.9,9.0,9.0,144.0,-0.2
颇林,2024-01-14 14:00,-0.5,0.3,0.0,97.0,5.7,-0.9,1016.5,1020.4,10.0,9.0,288.0,-0.2
颇林,2024-01-14 15:00,0.1,1.0,360.0,96.0,5.9,-0.4,1016.4,1020.3,8.0,8.0,318.0,-0.2
颇林,2024-01-14 16:00,0.3,0.3,0.0,95.0,5.9,-0.4,1017.2,1021.1,8.0,8.0,508.0,-0.2
颇林,2024-01-14 17:00,0.3,0.0,0.0,97.0,6.1,-0.1,1017.9,1021.8,9.0,9.0,266.0,-0.2
颇林,2024-01-14 18:00,-0.3,1.9,340.0,88.0,5.3,-2.0,1018.9,1022.8,0.0,0.0,1322.0,-0.2
颇林,2024-01-14 19:00,-2.2,1.2,20.0,91.0,4.8,-3.4,1019.9,1023.8,5.0,5.0,890.0,-0.3
颇林,2024-01-14 20:00,-3.3,0.5,20.0,94.0,4.5,-4.1,1020.6,1024.5,0.0,0.0,842.0,-0.7
颇林,2024-01-14 21:00,-4.7,1.2,20.0,90.0,3.9,-6.0,1021.2,1025.2,0.0,0.0,1034.0,-0.9
颇林,2024-01-14 22:00,-5.3,0.3,0.0,90.0,3.7,-6.6,1021.5,1025.5,0.0,0.0,949.0,-1.2
颇林,2024-01-14 23:00,-6.0,1.1,340.0,82.0,3.2,-8.5,1021.8,1025.8,0.0,0.0,2343.0,-1.4
颇林,2024-01-15 00:00,-7.6,0.6,200.0,88.0,3.0,-9.2,1022.1,1026.1,0.0,0.0,1437.0,-1.7
颇林,2024-01-15 01:00,-8.9,0.4,0.0,90.0,2.8,-10.2,1022.5,1026.5,0.0,0.0,1771.0,-1.8
颇林,2024-01-15 02:00,-9.6,0.1,0.0,91.0,2.7,-10.7,1022.9,1027.0,1.0,0.0,1786.0,-2.1
颇林,2024-01-15 03:00,-10.6,0.3,0.0,92.0,2.5,-11.6,1023.5,1027.6,0.0,0.0,1688.0,-2.3
颇林,2024-01-15 04:00,-11.2,0.3,0.0,91.0,2.4,-12.3,1023.9,1028.0,1.0,0.0,1589.0,-2.5
颇林,2024-01-15 05:00,-11.4,0.4,0.0,91.0,2.3,-12.5,1024.4,1028.5,1.0,0.0,1906.0,-2.5
颇林,2024-01-15 06:00,-12.4,0.3,0.0,89.0,2.1,-13.8,1024.8,1028.9,3.0,0.0,2186.0,-2.6
颇林,2024-01-15 07:00,-12.6,0.8,160.0,89.0,2.1,-14.0,1025.2,1029.3,2.0,0.0,2172.0,-2.8
颇林,2024-01-15 08:00,-12.6,0.3,0.0,89.0,2.1,-14.0,1025.9,1030.0,0.0,0.0,1949.0,-2.8
颇林,2024-01-15 09:00,-10.0,0.3,0.0,89.0,2.6,-11.4,1026.8,1030.9,0.0,0.0,2005.0,-2.7
颇林,2024-01-15 10:00,-6.6,0.6,250.0,73.0,2.7,-10.6,1027.3,1031.3,0.0,0.0,2978.0,-1.8
颇林,2024-01-15 11:00,-5.1,0.6,270.0,53.0,2.2,-13.2,1027.1,1031.1,0.0,0.0,4238.0,-1.1
颇林,2024-01-15 12:00,-3.7,0.9,230.0,40.0,1.9,-15.3,1026.6,1030.6,0.0,0.0,5000.0,-0.7
颇林,2024-01-15 13:00,-2.3,1.4,270.0,44.0,2.3,-12.9,1026.0,1030.0,0.0,0.0,4988.0,-0.4
颇林,2024-01-15 14:00,-1.6,1.2,270.0,45.0,2.4,-12.0,1025.5,1029.4,0.0,0.0,4946.0,-0.3
颇林,2024-01-15 15:00,-0.9,1.7,250.0,40.0,2.3,-12.8,1025.2,1029.1,0.0,0.0,5000.0,-0.2
颇林,2024-01-15 16:00,-0.5,1.6,320.0,36.0,2.1,-13.7,1025.4,1029.3,0.0,0.0,5000.0,-0.2
颇林,2024-01-15 17:00,-1.2,1.9,320.0,40.0,2.2,-13.1,1025.9,1029.8,0.0,0.0,5000.0,-0.5
颇林,2024-01-15 18:00,-3.0,1.7,340.0,47.0,2.3,-12.7,1026.7,1030.7,0.0,0.0,4615.0,-0.9
颇林,2024-01-15 19:00,-4.9,1.8,340.0,55.0,2.3,-12.5,1027.5,1031.5,0.0,0.0,4013.0,-1.3
颇林,2024-01-15 20:00,-6.0,1.1,50.0,61.0,2.4,-12.3,1027.8,1031.8,0.0,0.0,3430.0,-1.4
颇林,2024-01-15 21:00,-7.1,0.2,0.0,67.0,2.4,-12.1,1028.4,1032.4,0.0,0.0,3489.0,-1.7
颇林,2024-01-15 22:00,-7.7,0.5,140.0,69.0,2.4,-12.4,1028.8,1032.8,0.0,0.0,3481.0,-1.8
颇林,2024-01-15 23:00,-9.1,0.0,0.0,77.0,2.4,-12.3,1029.1,1033.2,0.0,0.0,3279.0,-2.0
颇林,2024-01-16 00:00,-10.1,0.5,110.0,78.0,2.2,-13.2,1029.2,1033.3,0.0,0.0,3195.0,-2.3
颇林,2024-01-16 01:00,-10.2,0.4,0.0,83.0,2.3,-12.5,1028.9,1033.0,3.0,0.0,2453.0,-2.5
颇林,2024-01-16 02:00,-10.9,0.2,0.0,86.0,2.3,-12.7,1029.1,1033.2,0.0,0.0,2733.0,-2.6
颇林,2024-01-16 03:00,-11.8,0.2,0.0,88.0,2.2,-13.3,1029.7,1033.8,0.0,0.0,1951.0,-2.8
颇林,2024-01-16 04:00,-11.4,0.9,90.0,88.0,2.3,-12.9,1029.3,1033.4,0.0,0.0,2228.0,-3.0
颇林,2024-01-16 05:00,-12.4,0.5,70.0,89.0,2.1,-13.8,1029.3,1033.4,2.0,0.0,1115.0,-3.0
颇林,2024-01-16 06:00,-12.7,0.4,0.0,89.0,2.1,-14.1,1030.0,1034.1,2.0,0.0,1193.0,-3.1
颇林,2024-01-16 07:00,-13.2,1.0,230.0,88.0,2.0,-14.7,1031.0,1035.1,1.0,0.0,1054.0,-3.3
颇林,2024-01-16 08:00,-12.5,0.8,110.0,90.0,2.1,-13.8,1031.4,1035.5,0.0,0.0,957.0,-3.3
颇林,2024-01-16 09:00,-10.4,0.1,0.0,87.0,2.4,-12.1,1032.0,1036.1,0.0,0.0,1210.0,-3.1
颇林,2024-01-16 10:00,-6.8,2.0,90.0,73.0,2.7,-10.8,1032.1,1036.1,0.0,0.0,2613.0,-2.3
颇林,2024-01-16 11:00,-4.6,2.7,90.0,58.0,2.5,-11.6,1031.9,1035.9,1.0,0.0,2507.0,-1.4
颇林,2024-01-16 12:00,-1.9,1.7,90.0,43.0,2.3,-12.8,1031.5,1035.5,1.0,0.0,3868.0,-0.7
颇林,2024-01-16 13:00,-0.6,1.0,360.0,42.0,2.5,-11.9,1030.8,1034.7,4.0,0.0,4909.0,-0.4
颇林,2024-01-16 14:00,0.0,1.5,340.0,36.0,2.2,-13.3,1030.4,1034.3,0.0,0.0,5000.0,-0.3
颇林,2024-01-16 15:00,1.2,0.7,70.0,38.0,2.5,-11.5,1030.1,1034.0,5.0,0.0,4969.0,-0.2
颇林,2024-01-16 16:00,1.5,0.9,90.0,36.0,2.5,-11.9,1029.8,1033.7,6.0,0.0,5000.0,-0.3
颇林,2024-01-16 17:00,0.6,1.0,70.0,39.0,2.5,-11.7,1029.7,1033.6,2.0,0.0,5000.0,-0.5
颇林,2024-01-16 18:00,-2.1,1.2,70.0,49.0,2.6,-11.4,1030.0,1034.0,8.0,4.0,4923.0,-0.9
颇林,2024-01-16 19:00,-3.7,0.6,180.0,64.0,3.0,-9.5,1030.0,1034.0,6.0,6.0,4549.0,-1.1
颇林,2024-01-16 20:00,-4.8,0.2,0.0,61.0,2.6,-11.1,1029.8,1033.8,8.0,0.0,2885.0,-1.3
颇林,2024-01-16 21:00,-5.9,0.3,0.0,69.0,2.7,-10.6,1029.8,1033.8,9.0,0.0,2823.0,-1.5
颇林,2024-01-16 22:00,-6.8,0.3,0.0,77.0,2.8,-10.1,1029.6,1033.6,2.0,0.0,2686.0,-1.8
颇林,2024-01-16 23:00,-7.5,0.2,0.0,80.0,2.8,-10.3,1029.3,1033.3,0.0,0.0,2261.0,-1.8
颇林,2024-01-17 00:00,-8.4,0.3,0.0,86.0,2.8,-10.3,1028.9,1033.0,9.0,0.0,1705.0,-1.9
颇林,2024-01-17 01:00,-7.7,0.0,0.0,86.0,3.0,-9.6,1028.7,1032.7,0.0,0.0,1646.0,-2.0
颇林,2024-01-17 02:00,-7.6,0.1,0.0,88.0,3.0,-9.2,1028.3,1032.3,0.0,0.0,1496.0,-1.9
颇林,2024-01-17 03:00,-5.9,0.0,0.0,81.0,3.2,-8.6,1028.1,1032.1,1.0,1.0,1576.0,-1.5
颇林,2024-01-17 04:00,-5.5,0.9,50.0,79.0,3.2,-8.5,1027.5,1031.5,9.0,9.0,1832.0,-1.3
颇林,2024-01-17 05:00,-5.1,0.3,0.0,76.0,3.2,-8.6,1027.2,1031.2,9.0,9.0,1830.0,-1.3
颇林,2024-01-17 06:00,-5.0,1.1,70.0,74.0,3.1,-8.9,1026.8,1030.8,9.0,9.0,1706.0,-1.3
颇林,2024-01-17 07:00,-5.0,0.6,70.0,75.0,3.2,-8.7,1026.9,1030.9,5.0,5.0,1827.0,-1.3
颇林,2024-01-17 08:00,-5.5,0.6,50.0,80.0,3.2,-8.4,1026.3,1030.3,6.0,6.0,1610.0,-1.5
颇林,2024-01-17 09:00,-4.0,1.4,70.0,73.0,3.3,-8.1,1026.1,1030.1,9.0,9.0,1920.0,-1.3
颇林,2024-01-17 10:00,-2.3,0.6,90.0,68.0,3.5,-7.4,1026.6,1030.6,10.0,9.0,2169.0,-0.7
颇林,2024-01-17 11:00,-1.5,0.2,0.0,67.0,3.7,-6.8,1026.2,1030.1,10.0,7.0,2165.0,-0.5
颇林,2024-01-17 12:00,-0.7,0.6,140.0,64.0,3.7,-6.6,1025.1,1029.0,9.0,7.0,2283.0,-0.5
颇林,2024-01-17 13:00,-1.4,0.5,200.0,80.0,4.4,-4.4,1024.5,1028.4,9.0,9.0,189.0,-0.4
颇林,2024-01-17 14:00,-1.8,1.9,90.0,93.0,5.0,-2.7,1023.3,1027.2,10.0,10.0,162.0,-0.4
颇林,2024-01-17 15:00,-1.5,1.8,90.0,93.0,5.1,-2.4,1022.5,1026.4,9.0,9.0,219.0,-0.4
颇林,2024-01-17 16:00,-1.2,1.8,90.0,94.0,5.3,-2.0,1021.8,1025.7,10.0,10.0,146.0,-0.4
颇林,2024-01-17 17:00,-0.9,1.2,70.0,95.0,5.4,-1.6,1021.4,1025.3,10.0,10.0,365.0,-0.4
颇林,2024-01-17 18:00,-0.9,1.2,70.0,96.0,5.5,-1.4,1021.0,1024.9,1.0,1.0,324.0,-0.4
颇林,2024-01-17 19:00,-0.6,1.1,70.0,97.0,5.7,-1.0,1021.2,1025.1,3.0,3.0,307.0,-0.4
颇林,2024-01-17 20:00,-0.5,1.5,70.0,97.0,5.7,-0.9,1020.9,1024.8,9.0,9.0,352.0,-0.4
