ÁöÁ¡¸í,ÀÏ½Ã,±â¿Â(¡ÆC),Ç³¼Ó(m/s),Ç³Çâ(16¹æÀ§),½Àµµ(%),Áõ±â¾Ð(hPa),ÀÌ½½Á¡¿Âµµ(¡ÆC),ÇöÁö±â¾Ð(hPa),ÇØ¸é±â¾Ð(hPa),Àü¿î·®(10ºÐÀ§),ÁßÇÏÃþ¿î·®(10ºÐÀ§),½ÃÁ¤(10m),Áö¸é¿Âµµ(¡ÆC)
¼­±ÍÆ÷,2024-01-08 11:00,6.4,1.1,200.0,67.0,6.4,0.7,1021.1,1027.6,9.0,9.0,4572.0,8.8
¼­±ÍÆ÷,2024-01-08 12:00,6.8,1.3,200.0,65.0,6.4,0.6,1020.2,1026.6,9.0,9.0,5000.0,10.5
¼­±ÍÆ÷,2024-01-08 13:00,6.8,2.3,180.0,66.0,6.5,0.8,1019.7,1026.1,9.0,9.0,5000.0,10.2
¼­±ÍÆ÷,2024-01-08 14:00,7.0,0.3,0.0,66.0,6.6,1.0,1019.2,1025.6,9.0,9.0,5000.0,10.1
¼­±ÍÆ÷,2024-01-08 15:00,6.9,0.9,230.0,68.0,6.7,1.3,1019.0,1025.4,9.0,9.0,5000.0,8.6
¼­±ÍÆ÷,2024-01-08 16:00,6.0,1.3,70.0,68.0,6.3,0.5,1018.9,1025.4,9.0,9.0,5000.0,7.6
¼­±ÍÆ÷,2024-01-08 17:00,5.8,0.9,70.0,67.0,6.2,0.1,1019.4,1025.9,10.0,8.0,5000.0,7.2
¼­±ÍÆ÷,2024-01-08 18:00,6.0,0.4,0.0,70.0,6.5,0.9,1019.5,1026.0,10.0,8.0,5000.0,6.4
¼­±ÍÆ÷,2024-01-08 19:00,5.7,0.6,250.0,62.0,5.7,-1.0,1019.4,1025.9,6.0,6.0,5000.0,4.5
¼­±ÍÆ÷,2024-01-08 20:00,5.5,1.3,270.0,62.0,5.6,-1.2,1019.3,1025.8,7.0,5.0,5000.0,3.4
¼­±ÍÆ÷,2024-01-08 21:00,5.5,1.1,270.0,63.0,5.7,-0.9,1019.2,1025.7,8.0,8.0,5000.0,2.9
¼­±ÍÆ÷,2024-01-08 22:00,5.3,0.5,20.0,65.0,5.8,-0.7,1018.5,1025.0,6.0,6.0,4906.0,2.6
¼­±ÍÆ÷,2024-01-08 23:00,5.0,1.0,360.0,64.0,5.6,-1.2,1018.2,1024.7,7.0,7.0,4947.0,2.4
¼­±ÍÆ÷,2024-01-09 00:00,4.3,1.1,360.0,67.0,5.6,-1.2,1018.0,1024.5,6.0,2.0,5000.0,1.8
¼­±ÍÆ÷,2024-01-09 01:00,3.9,1.8,20.0,68.0,5.5,-1.4,1017.6,1024.1,1.0,0.0,5000.0,1.4
¼­±ÍÆ÷,2024-01-09 02:00,4.0,1.4,360.0,69.0,5.6,-1.1,1017.4,1023.9,1.0,0.0,5000.0,1.1
¼­±ÍÆ÷,2024-01-09 03:00,3.7,1.3,360.0,71.0,5.7,-1.0,1017.0,1023.5,0.0,0.0,5000.0,0.8
¼­±ÍÆ÷,2024-01-09 04:00,3.8,1.7,360.0,72.0,5.8,-0.7,1016.7,1023.2,3.0,0.0,5000.0,0.8
¼­±ÍÆ÷,2024-01-09 05:00,4.0,1.5,360.0,72.0,5.8,-0.6,1016.5,1023.0,3.0,0.0,5000.0,1.0
¼­±ÍÆ÷,2024-01-09 06:00,4.0,1.4,360.0,77.0,6.2,0.3,1016.6,1023.1,8.0,8.0,5000.0,1.4
¼­±ÍÆ÷,2024-01-09 07:00,5.8,0.5,360.0,76.0,7.0,1.8,1016.4,1022.8,8.0,8.0,5000.0,2.7
¼­±ÍÆ÷,2024-01-09 08:00,6.1,0.8,360.0,77.0,7.2,2.3,1016.0,1022.4,7.0,7.0,4781.0,3.0
¼­±ÍÆ÷,2024-01-09 09:00,7.3,0.6,360.0,75.0,7.6,3.1,1016.0,1022.4,9.0,9.0,4741.0,5.3
¼­±ÍÆ÷,2024-01-09 10:00,8.5,0.5,20.0,72.0,8.0,3.7,1016.1,1022.5,9.0,9.0,2925.0,7.6
¼­±ÍÆ÷,2024-01-09 11:00,9.1,0.7,20.0,74.0,8.5,4.7,1015.6,1021.9,10.0,8.0,3448.0,9.2
¼­±ÍÆ÷,2024-01-09 12:00,10.4,0.1,0.0,68.0,8.5,4.7,1014.6,1020.9,10.0,9.0,5000.0,10.4
¼­±ÍÆ÷,2024-01-09 13:00,10.2,0.5,20.0,69.0,8.5,4.7,1013.4,1019.7,10.0,9.0,4917.0,9.5
¼­±ÍÆ÷,2024-01-09 14:00,10.2,0.2,0.0,75.0,9.3,5.9,1012.7,1019.0,10.0,7.0,3676.0,10.1
¼­±ÍÆ÷,2024-01-09 15:00,10.3,0.0,0.0,78.0,9.7,6.6,1012.2,1018.5,10.0,8.0,4662.0,10.0
¼­±ÍÆ÷,2024-01-09 16:00,10.1,0.0,0.0,83.0,10.2,7.3,1011.8,1018.1,10.0,8.0,2222.0,9.9
¼­±ÍÆ÷,2024-01-09 17:00,9.7,0.9,20.0,86.0,10.3,7.4,1011.3,1017.6,10.0,8.0,932.0,9.1
¼­±ÍÆ÷,2024-01-09 18:00,9.8,0.4,0.0,88.0,10.6,7.9,1011.4,1017.7,10.0,9.0,1539.0,8.7
¼­±ÍÆ÷,2024-01-09 19:00,10.0,0.5,360.0,88.0,10.7,8.0,1011.4,1017.7,10.0,7.0,2107.0,8.3
¼­±ÍÆ÷,2024-01-09 20:00,10.4,0.6,290.0,87.0,10.9,8.3,1011.4,1017.7,10.0,6.0,2710.0,8.3
¼­±ÍÆ÷,2024-01-09 21:00,10.1,2.3,290.0,83.0,10.2,7.3,1011.1,1017.4,10.0,4.0,1541.0,8.5
¼­±ÍÆ÷,2024-01-09 22:00,9.7,1.0,250.0,88.0,10.6,7.8,1010.7,1017.0,10.0,4.0,2421.0,8.2
¼­±ÍÆ÷,2024-01-09 23:00,9.9,1.7,250.0,81.0,9.8,6.7,1010.4,1016.7,1.0,1.0,2996.0,7.3
¼­±ÍÆ÷,2024-01-10 00:00,10.7,0.8,290.0,69.0,8.8,5.2,1010.3,1016.6,10.0,7.0,3321.0,7.3
¼­±ÍÆ÷,2024-01-10 01:00,10.1,0.5,270.0,72.0,8.8,5.2,1010.0,1016.3,10.0,6.0,4671.0,6.2
¼­±ÍÆ÷,2024-01-10 02:00,9.6,1.2,270.0,73.0,8.7,4.9,1009.9,1016.2,10.0,7.0,2885.0,5.7
¼­±ÍÆ÷,2024-01-10 03:00,10.1,1.3,270.0,66.0,8.1,4.0,1009.7,1016.0,10.0,4.0,2788.0,5.8
¼­±ÍÆ÷,2024-01-10 04:00,9.8,1.0,20.0,65.0,7.8,3.5,1009.3,1015.6,10.0,4.0,5000.0,5.6
¼­±ÍÆ÷,2024-01-10 05:00,8.7,1.3,230.0,73.0,8.2,4.1,1009.1,1015.4,10.0,8.0,5000.0,6.1
¼­±ÍÆ÷,2024-01-10 06:00,8.9,0.8,360.0,69.0,7.8,3.5,1009.4,1015.7,10.0,3.0,5000.0,5.6
¼­±ÍÆ÷,2024-01-10 07:00,8.1,0.7,270.0,66.0,7.1,2.1,1009.4,1015.7,4.0,4.0,5000.0,3.6
¼­±ÍÆ÷,2024-01-10 08:00,7.5,1.7,20.0,60.0,6.2,0.2,1009.8,1016.2,2.0,2.0,4779.0,3.3
¼­±ÍÆ÷,2024-01-10 09:00,7.8,1.3,180.0,61.0,6.4,0.7,1010.3,1016.6,1.0,1.0,5000.0,3.8
¼­±ÍÆ÷,2024-01-10 10:00,9.3,1.8,230.0,57.0,6.7,1.2,1011.3,1017.6,1.0,1.0,4592.0,11.1
¼­±ÍÆ÷,2024-01-10 11:00,10.1,2.3,180.0,57.0,7.0,1.9,1011.6,1017.9,8.0,8.0,4136.0,16.5
¼­±ÍÆ÷,2024-01-10 12:00,9.2,1.5,200.0,54.0,6.2,0.3,1011.4,1017.7,9.0,9.0,3971.0,13.9
¼­±ÍÆ÷,2024-01-10 13:00,8.1,2.1,50.0,47.0,5.1,-2.5,1011.3,1017.6,9.0,9.0,4256.0,10.3
¼­±ÍÆ÷,2024-01-10 14:00,10.1,1.3,140.0,45.0,5.6,-1.3,1011.0,1017.3,1.0,1.0,4691.0,19.0
¼­±ÍÆ÷,2024-01-10 15:00,9.8,1.8,180.0,46.0,5.6,-1.2,1011.2,1017.5,1.0,1.0,4968.0,18.5
¼­±ÍÆ÷,2024-01-10 16:00,10.1,1.0,250.0,43.0,5.3,-1.9,1011.5,1017.8,1.0,1.0,4994.0,15.8
¼­±ÍÆ÷,2024-01-10 17:00,8.3,1.4,230.0,45.0,4.9,-2.9,1011.8,1018.1,1.0,1.0,5000.0,10.1
¼­±ÍÆ÷,2024-01-10 18:00,6.7,0.1,0.0,51.0,5.0,-2.7,1012.5,1018.9,0.0,0.0,4899.0,5.8
¼­±ÍÆ÷,2024-01-10 19:00,6.2,0.4,0.0,49.0,4.6,-3.7,1013.4,1019.8,0.0,0.0,4909.0,4.1
¼­±ÍÆ÷,2024-01-10 20:00,5.8,0.4,0.0,51.0,4.7,-3.5,1013.5,1019.9,0.0,0.0,4126.0,3.0
¼­±ÍÆ÷,2024-01-10 21:00,4.7,1.1,360.0,60.0,5.1,-2.4,1013.8,1020.2,0.0,0.0,4480.0,2.2
¼­±ÍÆ÷,2024-01-10 22:00,4.7,1.6,360.0,59.0,5.0,-2.6,1014.2,1020.6,1.0,0.0,4898.0,1.8
¼­±ÍÆ÷,2024-01-10 23:00,4.3,1.4,20.0,66.0,5.5,-1.5,1014.1,1020.6,0.0,0.0,4735.0,1.4
¼­±ÍÆ÷,2024-01-11 00:00,4.7,1.4,360.0,68.0,5.8,-0.7,1014.1,1020.5,0.0,0.0,4379.0,1.2
¼­±ÍÆ÷,2024-01-11 01:00,4.2,1.5,360.0,72.0,5.9,-0.4,1013.8,1020.3,1.0,0.0,4502.0,1.1
¼­±ÍÆ÷,2024-01-11 02:00,4.2,1.4,360.0,72.0,5.9,-0.4,1013.9,1020.4,0.0,0.0,4698.0,0.9
¼­±ÍÆ÷,2024-01-11 03:00,4.1,1.5,360.0,74.0,6.1,-0.1,1014.0,1020.5,0.0,0.0,4694.0,0.8
¼­±ÍÆ÷,2024-01-11 04:00,3.8,1.4,20.0,76.0,6.1,0.0,1014.0,1020.5,0.0,0.0,4630.0,0.6
¼­±ÍÆ÷,2024-01-11 05:00,3.9,1.6,360.0,72.0,5.8,-0.6,1014.1,1020.6,0.0,0.0,4979.0,0.3
¼­±ÍÆ÷,2024-01-11 06:00,2.8,2.0,360.0,75.0,5.6,-1.1,1014.1,1020.6,0.0,0.0,5000.0,0.0
¼­±ÍÆ÷,2024-01-11 07:00,3.5,1.8,360.0,71.0,5.6,-1.2,1014.1,1020.6,0.0,0.0,4990.0,-0.1
¼­±ÍÆ÷,2024-01-11 08:00,3.2,1.6,360.0,74.0,5.7,-0.9,1014.2,1020.7,0.0,0.0,4829.0,0.1
¼­±ÍÆ÷,2024-01-11 09:00,4.6,1.1,360.0,69.0,5.8,-0.6,1014.4,1020.8,1.0,1.0,4106.0,1.2
¼­±ÍÆ÷,2024-01-11 10:00,8.3,0.8,180.0,63.0,6.9,1.6,1015.0,1021.4,1.0,1.0,5000.0,10.1
¼­±ÍÆ÷,2024-01-11 11:00,9.3,1.6,200.0,53.0,6.2,0.1,1014.6,1020.9,0.0,0.0,5000.0,16.5
¼­±ÍÆ÷,2024-01-11 12:00,9.8,1.5,180.0,56.0,6.8,1.4,1013.7,1020.0,0.0,0.0,5000.0,19.4
¼­±ÍÆ÷,2024-01-11 13:00,10.5,2.1,180.0,57.0,7.2,2.3,1013.1,1019.4,2.0,2.0,5000.0,21.9
¼­±ÍÆ÷,2024-01-11 14:00,11.0,1.2,160.0,54.0,7.1,2.0,1012.7,1019.0,1.0,1.0,5000.0,22.6
¼­±ÍÆ÷,2024-01-11 15:00,11.2,2.8,230.0,44.0,5.8,-0.6,1012.3,1018.6,1.0,1.0,5000.0,20.7
¼­±ÍÆ÷,2024-01-11 16:00,10.4,2.6,270.0,49.0,6.2,0.1,1012.5,1018.8,1.0,1.0,5000.0,15.9
¼­±ÍÆ÷,2024-01-11 17:00,9.0,2.7,270.0,52.0,6.0,-0.3,1012.3,1018.6,1.0,1.0,5000.0,9.7
¼­±ÍÆ÷,2024-01-11 18:00,7.9,2.2,270.0,58.0,6.2,0.1,1012.6,1019.0,0.0,0.0,5000.0,6.4
¼­±ÍÆ÷,2024-01-11 19:00,7.4,2.3,270.0,60.0,6.2,0.1,1012.7,1019.1,0.0,0.0,5000.0,4.9
¼­±ÍÆ÷,2024-01-11 20:00,7.5,2.2,270.0,59.0,6.1,0.0,1013.0,1019.4,1.0,0.0,4891.0,4.2
¼­±ÍÆ÷,2024-01-11 21:00,7.1,2.2,270.0,63.0,6.3,0.5,1013.0,1019.4,0.0,0.0,4714.0,3.8
¼­±ÍÆ÷,2024-01-11 22:00,7.3,1.7,270.0,63.0,6.4,0.7,1013.1,1019.5,0.0,0.0,4571.0,3.5
¼­±ÍÆ÷,2024-01-11 23:00,7.1,0.9,290.0,67.0,6.7,1.3,1013.0,1019.4,0.0,0.0,4318.0,3.1
¼­±ÍÆ÷,2024-01-12 00:00,7.5,1.1,270.0,68.0,7.0,1.9,1013.0,1019.4,2.0,2.0,3431.0,3.1
¼­±ÍÆ÷,2024-01-12 01:00,7.8,1.6,270.0,68.0,7.2,2.2,1013.2,1019.6,0.0,0.0,2705.0,3.4
¼­±ÍÆ÷,2024-01-12 02:00,8.0,1.3,270.0,68.0,7.3,2.4,1013.0,1019.4,0.0,0.0,2094.0,3.2
¼­±ÍÆ÷,2024-01-12 03:00,8.5,1.0,270.0,65.0,7.2,2.2,1012.9,1019.2,2.0,2.0,1435.0,3.8
¼­±ÍÆ÷,2024-01-12 04:00,9.0,1.3,290.0,65.0,7.4,2.7,1012.5,1018.8,1.0,1.0,1212.0,4.3
¼­±ÍÆ÷,2024-01-12 05:00,9.3,1.3,270.0,63.0,7.4,2.6,1012.1,1018.4,7.0,7.0,1147.0,4.5
¼­±ÍÆ÷,2024-01-12 06:00,9.6,1.3,270.0,63.0,7.5,2.8,1012.2,1018.5,7.0,7.0,1209.0,5.4
¼­±ÍÆ÷,2024-01-12 07:00,9.6,1.3,270.0,66.0,7.8,3.5,1012.7,1019.0,8.0,8.0,1036.0,6.0
¼­±ÍÆ÷,2024-01-12 08:00,9.9,1.5,270.0,61.0,7.4,2.7,1012.7,1019.0,7.0,7.0,887.0,5.4
¼­±ÍÆ÷,2024-01-12 09:00,10.2,1.4,270.0,63.0,7.8,3.4,1012.9,1019.2,6.0,6.0,760.0,6.9
¼­±ÍÆ÷,2024-01-12 10:00,12.0,1.8,250.0,60.0,8.4,4.4,1013.1,1019.4,6.0,6.0,666.0,11.5
¼­±ÍÆ÷,2024-01-12 11:00,13.0,1.1,270.0,55.0,8.2,4.1,1013.0,1019.2,4.0,4.0,655.0,15.2
¼­±ÍÆ÷,2024-01-12 12:00,13.3,3.3,250.0,52.0,7.9,3.6,1012.1,1018.3,4.0,4.0,653.0,17.2
¼­±ÍÆ÷,2024-01-12 13:00,13.7,3.1,270.0,49.0,7.6,3.1,1011.9,1018.1,3.0,3.0,708.0,19.1
¼­±ÍÆ÷,2024-01-12 14:00,13.8,3.3,270.0,48.0,7.5,2.9,1011.9,1018.1,0.0,0.0,728.0,19.0
¼­±ÍÆ÷,2024-01-12 15:00,13.6,2.5,270.0,49.0,7.6,3.0,1011.7,1017.9,0.0,0.0,754.0,17.6
¼­±ÍÆ÷,2024-01-12 16:00,13.0,2.5,270.0,50.0,7.5,2.8,1011.8,1018.0,0.0,0.0,772.0,14.6
¼­±ÍÆ÷,2024-01-12 17:00,12.0,2.3,250.0,54.0,7.5,2.9,1012.3,1018.6,0.0,0.0,727.0,10.7
¼­±ÍÆ÷,2024-01-12 18:00,10.8,1.7,270.0,56.0,7.2,2.3,1012.4,1018.7,0.0,0.0,735.0,7.7
¼­±ÍÆ÷,2024-01-12 19:00,9.6,0.4,0.0,60.0,7.2,2.2,1012.9,1019.2,6.0,0.0,799.0,6.1
¼­±ÍÆ÷,2024-01-12 20:00,8.9,0.7,340.0,66.0,7.5,2.8,1013.3,1019.6,4.0,0.0,628.0,5.1
¼­±ÍÆ÷,2024-01-12 21:00,7.9,0.7,340.0,69.0,7.3,2.5,1013.7,1020.1,0.0,0.0,670.0,4.4
¼­±ÍÆ÷,2024-01-12 22:00,8.2,0.9,340.0,67.0,7.3,2.4,1014.2,1020.6,0.0,0.0,672.0,4.2
¼­±ÍÆ÷,2024-01-12 23:00,7.3,1.4,360.0,71.0,7.2,2.3,1014.4,1020.8,0.0,0.0,612.0,3.7
¼­±ÍÆ÷,2024-01-13 00:00,6.7,1.9,20.0,72.0,7.0,1.9,1014.2,1020.6,0.0,0.0,698.0,3.4
¼­±ÍÆ÷,2024-01-13 01:00,6.6,1.5,360.0,72.0,7.0,1.9,1014.4,1020.8,0.0,0.0,715.0,3.0
¼­±ÍÆ÷,2024-01-13 02:00,6.4,1.6,360.0,73.0,7.0,1.9,1014.7,1021.1,0.0,0.0,802.0,2.7
¼­±ÍÆ÷,2024-01-13 03:00,5.9,1.7,360.0,73.0,6.8,1.4,1014.9,1021.3,0.0,0.0,975.0,2.4
¼­±ÍÆ÷,2024-01-13 04:00,5.8,1.6,20.0,75.0,6.9,1.7,1015.0,1021.4,0.0,0.0,1031.0,2.1
¼­±ÍÆ÷,2024-01-13 05:00,6.1,1.9,360.0,74.0,7.0,1.8,1015.1,1021.5,0.0,0.0,1118.0,2.1
¼­±ÍÆ÷,2024-01-13 06:00,5.7,1.6,360.0,73.0,6.7,1.2,1015.6,1022.0,0.0,0.0,1653.0,1.9
¼­±ÍÆ÷,2024-01-13 07:00,5.5,1.8,360.0,73.0,6.6,1.0,1016.1,1022.6,0.0,0.0,2058.0,1.7
¼­±ÍÆ÷,2024-01-13 08:00,5.3,1.7,360.0,74.0,6.6,1.0,1016.9,1023.4,0.0,0.0,2018.0,1.8
¼­±ÍÆ÷,2024-01-13 09:00,7.5,1.3,360.0,69.0,7.1,2.1,1017.6,1024.0,0.0,0.0,1894.0,3.3
¼­±ÍÆ÷,2024-01-13 10:00,11.2,0.9,230.0,50.0,6.6,1.1,1018.5,1024.8,0.0,0.0,3693.0,11.6
¼­±ÍÆ÷,2024-01-13 11:00,12.5,1.9,200.0,43.0,6.2,0.2,1018.9,1025.2,0.0,0.0,4953.0,17.4
¼­±ÍÆ÷,2024-01-13 12:00,13.1,1.7,180.0,42.0,6.3,0.4,1018.5,1024.8,0.0,0.0,5000.0,20.4
¼­±ÍÆ÷,2024-01-13 13:00,13.9,3.2,180.0,43.0,6.8,1.5,1017.9,1024.1,0.0,0.0,5000.0,22.6
¼­±ÍÆ÷,2024-01-13 14:00,13.7,2.9,180.0,38.0,6.0,-0.3,1017.6,1023.8,0.0,0.0,4845.0,23.0
¼­±ÍÆ÷,2024-01-13 15:00,13.4,3.3,180.0,45.0,6.9,1.6,1017.7,1023.9,0.0,0.0,4929.0,21.6
¼­±ÍÆ÷,2024-01-13 16:00,13.0,2.6,180.0,49.0,7.3,2.5,1017.8,1024.1,0.0,0.0,4987.0,18.0
¼­±ÍÆ÷,2024-01-13 17:00,12.3,2.8,180.0,48.0,6.8,1.5,1018.1,1024.4,0.0,0.0,5000.0,12.5
¼­±ÍÆ÷,2024-01-13 18:00,11.5,2.1,200.0,48.0,6.5,0.8,1018.4,1024.7,0.0,0.0,4860.0,8.7
¼­±ÍÆ÷,2024-01-13 19:00,10.5,0.6,360.0,52.0,6.6,1.0,1019.0,1025.3,0.0,0.0,2997.0,6.6
¼­±ÍÆ÷,2024-01-13 20:00,9.0,1.2,360.0,59.0,6.8,1.4,1019.6,1026.0,0.0,0.0,2479.0,5.5
¼­±ÍÆ÷,2024-01-13 21:00,8.5,1.1,360.0,59.0,6.5,0.9,1019.6,1026.0,0.0,0.0,3369.0,4.8
¼­±ÍÆ÷,2024-01-13 22:00,7.4,0.4,0.0,63.0,6.5,0.8,1019.8,1026.2,0.0,0.0,4235.0,3.9
¼­±ÍÆ÷,2024-01-13 23:00,6.5,1.7,20.0,61.0,5.9,-0.4,1020.1,1026.5,0.0,0.0,3743.0,3.1
¼­±ÍÆ÷,2024-01-14 00:00,6.9,1.9,20.0,60.0,6.0,-0.3,1019.8,1026.2,0.0,0.0,3838.0,2.9
¼­±ÍÆ÷,2024-01-14 01:00,6.8,1.9,20.0,62.0,6.1,0.0,1019.8,1026.2,0.0,0.0,4040.0,2.7
¼­±ÍÆ÷,2024-01-14 02:00,6.2,1.9,20.0,65.0,6.1,0.0,1019.8,1026.3,0.0,0.0,4259.0,2.6
¼­±ÍÆ÷,2024-01-14 03:00,6.3,1.7,20.0,65.0,6.2,0.1,1019.5,1025.9,0.0,0.0,4591.0,2.4
¼­±ÍÆ÷,2024-01-14 04:00,6.4,1.8,360.0,72.0,6.9,1.7,1018.8,1025.2,0.0,0.0,4210.0,2.5
¼­±ÍÆ÷,2024-01-14 05:00,7.8,1.6,360.0,72.0,7.6,3.0,1018.6,1025.0,0.0,0.0,4065.0,3.6
¼­±ÍÆ÷,2024-01-14 06:00,8.0,1.4,360.0,74.0,7.9,3.6,1018.3,1024.7,0.0,0.0,3894.0,3.1
¼­±ÍÆ÷,2024-01-14 07:00,8.1,0.8,360.0,73.0,7.8,3.5,1018.6,1025.0,1.0,1.0,4618.0,2.9
¼­±ÍÆ÷,2024-01-14 08:00,8.5,0.8,360.0,71.0,7.8,3.5,1018.5,1024.9,3.0,3.0,4519.0,3.3
¼­±ÍÆ÷,2024-01-14 09:00,10.8,0.8,340.0,69.0,8.9,5.3,1018.8,1025.1,3.0,3.0,4968.0,5.9
¼­±ÍÆ÷,2024-01-14 10:00,13.3,0.8,290.0,63.0,9.5,6.3,1018.7,1025.0,2.0,2.0,5000.0,12.4
¼­±ÍÆ÷,2024-01-14 11:00,14.8,3.0,230.0,53.0,8.8,5.2,1018.4,1024.6,0.0,0.0,5000.0,18.5
¼­±ÍÆ÷,2024-01-14 12:00,15.3,2.8,250.0,57.0,9.9,6.8,1017.4,1023.6,0.0,0.0,5000.0,20.6
¼­±ÍÆ÷,2024-01-14 13:00,14.6,4.0,230.0,62.0,10.2,7.3,1016.6,1022.8,3.0,3.0,5000.0,18.6
¼­±ÍÆ÷,2024-01-14 14:00,15.3,3.7,230.0,61.0,10.6,7.8,1015.8,1022.0,2.0,2.0,4901.0,22.5
¼­±ÍÆ÷,2024-01-14 15:00,14.7,2.7,230.0,64.0,10.6,7.9,1015.2,1021.4,5.0,5.0,4834.0,18.8
¼­±ÍÆ÷,2024-01-14 16:00,14.7,3.0,230.0,67.0,11.2,8.6,1014.9,1021.1,4.0,4.0,4270.0,17.9
¼­±ÍÆ÷,2024-01-14 17:00,14.4,3.2,230.0,72.0,11.8,9.4,1014.8,1021.0,6.0,6.0,2895.0,14.0
¼­±ÍÆ÷,2024-01-14 18:00,14.3,2.3,250.0,71.0,11.6,9.1,1014.4,1020.6,7.0,7.0,1796.0,12.3
¼­±ÍÆ÷,2024-01-14 19:00,14.4,2.2,270.0,74.0,12.1,9.8,1014.4,1020.6,6.0,6.0,1181.0,12.0
¼­±ÍÆ÷,2024-01-14 20:00,13.9,2.4,270.0,73.0,11.6,9.1,1014.4,1020.6,10.0,9.0,1111.0,11.2
¼­±ÍÆ÷,2024-01-14 21:00,13.5,1.2,270.0,73.0,11.2,8.7,1014.2,1020.4,9.0,7.0,1059.0,10.0
¼­±ÍÆ÷,2024-01-14 22:00,13.3,2.0,250.0,65.0,9.9,6.8,1013.5,1019.7,7.0,2.0,1560.0,9.5
¼­±ÍÆ÷,2024-01-14 23:00,12.6,1.6,360.0,71.0,10.3,7.4,1013.2,1019.4,9.0,7.0,1483.0,9.1
¼­±ÍÆ÷,2024-01-15 00:00,11.9,1.3,50.0,75.0,10.4,7.6,1013.4,1019.7,7.0,7.0,1687.0,8.5
¼­±ÍÆ÷,2024-01-15 01:00,11.6,1.4,90.0,77.0,10.4,7.6,1013.6,1019.9,2.0,2.0,1477.0,8.1
¼­±ÍÆ÷,2024-01-15 02:00,11.6,1.6,180.0,80.0,10.9,8.2,1013.9,1020.2,7.0,2.0,989.0,7.9
¼­±ÍÆ÷,2024-01-15 03:00,11.1,1.4,70.0,76.0,10.0,7.0,1013.9,1020.2,4.0,4.0,1187.0,7.2
¼­±ÍÆ÷,2024-01-15 04:00,10.0,0.7,50.0,65.0,8.0,3.7,1014.3,1020.6,2.0,2.0,1940.0,5.5
¼­±ÍÆ÷,2024-01-15 05:00,9.9,1.3,50.0,56.0,6.8,1.5,1014.5,1020.8,0.0,0.0,3869.0,4.9
¼­±ÍÆ÷,2024-01-15 06:00,8.5,0.0,0.0,54.0,6.0,-0.2,1015.6,1022.0,2.0,2.0,4013.0,3.5
¼­±ÍÆ÷,2024-01-15 07:00,8.8,2.7,180.0,53.0,6.0,-0.2,1016.5,1022.9,1.0,1.0,5000.0,3.4
¼­±ÍÆ÷,2024-01-15 08:00,8.7,1.6,200.0,49.0,5.5,-1.4,1017.6,1024.0,0.0,0.0,4999.0,3.3
¼­±ÍÆ÷,2024-01-15 09:00,8.8,2.4,180.0,47.0,5.3,-1.9,1018.4,1024.8,0.0,0.0,4991.0,3.8
¼­±ÍÆ÷,2024-01-15 10:00,9.9,2.1,180.0,49.0,6.0,-0.3,1019.1,1025.5,0.0,0.0,5000.0,11.1
¼­±ÍÆ÷,2024-01-15 11:00,10.7,2.8,200.0,36.0,4.6,-3.7,1019.5,1025.8,0.0,0.0,5000.0,16.7
¼­±ÍÆ÷,2024-01-15 12:00,10.5,1.5,160.0,42.0,5.4,-1.8,1019.2,1025.5,0.0,0.0,5000.0,19.6
¼­±ÍÆ÷,2024-01-15 13:00,11.7,2.5,180.0,31.0,4.2,-4.9,1018.4,1024.7,0.0,0.0,5000.0,23.2
¼­±ÍÆ÷,2024-01-15 14:00,11.4,2.2,180.0,37.0,5.0,-2.8,1017.9,1024.2,0.0,0.0,5000.0,24.3
¼­±ÍÆ÷,2024-01-15 15:00,11.6,1.8,180.0,32.0,4.4,-4.5,1018.0,1024.3,0.0,0.0,5000.0,22.8
¼­±ÍÆ÷,2024-01-15 16:00,11.0,2.4,200.0,37.0,4.9,-3.1,1018.1,1024.4,0.0,0.0,5000.0,18.7
¼­±ÍÆ÷,2024-01-15 17:00,10.7,1.6,230.0,37.0,4.8,-3.4,1019.0,1025.3,0.0,0.0,5000.0,12.9
¼­±ÍÆ÷,2024-01-15 18:00,9.7,0.4,0.0,42.0,5.0,-2.6,1019.4,1025.7,0.0,0.0,5000.0,8.2
¼­±ÍÆ÷,2024-01-15 19:00,8.1,1.5,20.0,49.0,5.3,-1.9,1020.4,1026.8,0.0,0.0,4974.0,5.9
¼­±ÍÆ÷,2024-01-15 20:00,7.6,0.6,360.0,51.0,5.3,-1.9,1020.7,1027.1,0.0,0.0,4426.0,4.5
¼­±ÍÆ÷,2024-01-15 21:00,6.8,1.5,360.0,54.0,5.4,-1.8,1021.0,1027.4,0.0,0.0,4976.0,3.6
¼­±ÍÆ÷,2024-01-15 22:00,6.3,2.4,20.0,55.0,5.3,-2.0,1021.5,1028.0,0.0,0.0,5000.0,3.1
¼­±ÍÆ÷,2024-01-15 23:00,6.1,1.4,360.0,57.0,5.4,-1.7,1021.3,1027.8,0.0,0.0,5000.0,2.5
¼­±ÍÆ÷,2024-01-16 00:00,6.0,1.9,360.0,54.0,5.0,-2.6,1021.3,1027.8,0.0,0.0,5000.0,2.1
